Ngày,Đài,G.8
05/01/2012,Tây Ninh,94
06/01/2012,Bình Dương,87
06/01/2012,Trà Vinh,73
06/01/2012,Vĩnh Long,76
07/01/2012,Bình Phước,27
07/01/2012,Hậu Giang,08
07/01/2012,Hồ Chí Minh,54
07/01/2012,Long An,91
08/01/2012,Kiên Giang,51
08/01/2012,Tiền Giang,58
08/01/2012,Đà Lạt,90
09/01/2012,Cà Mau,57
09/01/2012,Hồ Chí Minh,29
09/01/2012,Đồng Tháp,09
10/01/2012,Bạc Liêu,82
10/01/2012,Bến Tre,34
10/01/2012,Vũng Tàu,95
11/01/2012,Cần Thơ,23
11/01/2012,Sóc Trăng,36
11/01/2012,Đồng Nai,27
12/01/2012,An Giang,09
12/01/2012,Bình Thuận,60
12/01/2012,Tây Ninh,13
13/01/2012,Bình Dương,25
13/01/2012,Trà Vinh,68
13/01/2012,Vĩnh Long,63
14/01/2012,Bình Phước,07
14/01/2012,Hậu Giang,26
14/01/2012,Hồ Chí Minh,91
14/01/2012,Long An,64
15/01/2012,Kiên Giang,97
15/01/2012,Tiền Giang,89
15/01/2012,Đà Lạt,88
16/01/2012,Cà Mau,65
16/01/2012,Hồ Chí Minh,13
16/01/2012,Đồng Tháp,79
17/01/2012,Bạc Liêu,19
17/01/2012,Bến Tre,24
17/01/2012,Vũng Tàu,94
18/01/2012,Cần Thơ,70
18/01/2012,Sóc Trăng,24
18/01/2012,Đồng Nai,88
19/01/2012,An Giang,30
19/01/2012,Bình Thuận,70
19/01/2012,Tây Ninh,47
20/01/2012,Bình Dương,55
20/01/2012,Trà Vinh,33
20/01/2012,Vĩnh Long,24
21/01/2012,Bình Phước,07
21/01/2012,Hậu Giang,09
21/01/2012,Hồ Chí Minh,30
21/01/2012,Long An,83
22/01/2012,Kiên Giang,43
22/01/2012,Tiền Giang,87
22/01/2012,Đà Lạt,97
23/01/2012,Cà Mau,36
23/01/2012,Hồ Chí Minh,71
23/01/2012,Đồng Tháp,18
24/01/2012,Bạc Liêu,97
24/01/2012,Bến Tre,08
24/01/2012,Vũng Tàu,29
25/01/2012,Cần Thơ,48
25/01/2012,Sóc Trăng,85
25/01/2012,Đồng Nai,59
26/01/2012,An Giang,33
26/01/2012,Bình Thuận,98
26/01/2012,Tây Ninh,33
27/01/2012,Bình Dương,19
27/01/2012,Trà Vinh,20
27/01/2012,Vĩnh Long,14
28/01/2012,Bình Phước,50
28/01/2012,Hậu Giang,00
28/01/2012,Hồ Chí Minh,05
28/01/2012,Long An,73
29/01/2012,Kiên Giang,99
29/01/2012,Tiền Giang,71
29/01/2012,Đà Lạt,28
30/01/2012,Cà Mau,07
30/01/2012,Hồ Chí Minh,12
30/01/2012,Đồng Tháp,95
31/01/2012,Bạc Liêu,55
31/01/2012,Bến Tre,54
31/01/2012,Vũng Tàu,42
01/02/2012,Cần Thơ,15
01/02/2012,Sóc Trăng,57
01/02/2012,Đồng Nai,12
02/02/2012,An Giang,93
02/02/2012,Bình Thuận,97
02/02/2012,Tây Ninh,54
03/02/2012,Bình Dương,62
03/02/2012,Trà Vinh,82
03/02/2012,Vĩnh Long,31
04/02/2012,Bình Phước,25
04/02/2012,Hậu Giang,05
04/02/2012,Hồ Chí Minh,40
04/02/2012,Long An,03
05/02/2012,Kiên Giang,98
05/02/2012,Tiền Giang,60
05/02/2012,Đà Lạt,24
06/02/2012,Cà Mau,50
06/02/2012,Hồ Chí Minh,83
06/02/2012,Đồng Tháp,48
07/02/2012,Bạc Liêu,76
07/02/2012,Bến Tre,15
07/02/2012,Vũng Tàu,73
08/02/2012,Cần Thơ,04
08/02/2012,Sóc Trăng,46
08/02/2012,Đồng Nai,72
09/02/2012,An Giang,58
09/02/2012,Bình Thuận,72
09/02/2012,Tây Ninh,78
10/02/2012,Bình Dương,52
10/02/2012,Trà Vinh,24
10/02/2012,Vĩnh Long,52
11/02/2012,Bình Phước,61
11/02/2012,Hậu Giang,03
11/02/2012,Hồ Chí Minh,24
11/02/2012,Long An,71
12/02/2012,Kiên Giang,25
12/02/2012,Tiền Giang,10
12/02/2012,Đà Lạt,08
13/02/2012,Cà Mau,56
13/02/2012,Hồ Chí Minh,23
13/02/2012,Đồng Tháp,91
14/02/2012,Bạc Liêu,03
14/02/2012,Bến Tre,81
14/02/2012,Vũng Tàu,71
15/02/2012,Cần Thơ,71
15/02/2012,Sóc Trăng,95
15/02/2012,Đồng Nai,86
16/02/2012,An Giang,34
16/02/2012,Bình Thuận,87
16/02/2012,Tây Ninh,02
17/02/2012,Bình Dương,67
17/02/2012,Trà Vinh,65
17/02/2012,Vĩnh Long,14
18/02/2012,Bình Phước,69
18/02/2012,Hậu Giang,63
18/02/2012,Hồ Chí Minh,11
18/02/2012,Long An,49
19/02/2012,Kiên Giang,63
19/02/2012,Tiền Giang,19
19/02/2012,Đà Lạt,91
20/02/2012,Cà Mau,38
20/02/2012,Hồ Chí Minh,85
20/02/2012,Đồng Tháp,55
21/02/2012,Bạc Liêu,64
21/02/2012,Bến Tre,06
21/02/2012,Vũng Tàu,40
22/02/2012,Cần Thơ,04
22/02/2012,Sóc Trăng,91
22/02/2012,Đồng Nai,18
23/02/2012,An Giang,35
23/02/2012,Bình Thuận,09
23/02/2012,Tây Ninh,41
24/02/2012,Bình Dương,20
24/02/2012,Trà Vinh,55
24/02/2012,Vĩnh Long,40
25/02/2012,Bình Phước,52
25/02/2012,Hậu Giang,05
25/02/2012,Hồ Chí Minh,79
25/02/2012,Long An,41
26/02/2012,Kiên Giang,60
26/02/2012,Tiền Giang,36
26/02/2012,Đà Lạt,70
27/02/2012,Cà Mau,07
27/02/2012,Hồ Chí Minh,01
27/02/2012,Đồng Tháp,51
28/02/2012,Bạc Liêu,72
28/02/2012,Bến Tre,06
28/02/2012,Vũng Tàu,66
29/02/2012,Cần Thơ,67
29/02/2012,Sóc Trăng,94
29/02/2012,Đồng Nai,13
01/03/2012,An Giang,87
01/03/2012,Bình Thuận,56
01/03/2012,Tây Ninh,50
02/03/2012,Bình Dương,48
02/03/2012,Trà Vinh,20
02/03/2012,Vĩnh Long,80
03/03/2012,Bình Phước,13
03/03/2012,Hậu Giang,50
03/03/2012,Hồ Chí Minh,90
03/03/2012,Long An,84
04/03/2012,Kiên Giang,36
04/03/2012,Tiền Giang,26
04/03/2012,Đà Lạt,19
05/03/2012,Cà Mau,03
05/03/2012,Hồ Chí Minh,81
05/03/2012,Đồng Tháp,60
06/03/2012,Bạc Liêu,29
06/03/2012,Bến Tre,52
06/03/2012,Vũng Tàu,04
07/03/2012,Cần Thơ,78
07/03/2012,Sóc Trăng,90
07/03/2012,Đồng Nai,29
08/03/2012,An Giang,55
08/03/2012,Bình Thuận,26
08/03/2012,Tây Ninh,71
09/03/2012,Bình Dương,37
09/03/2012,Trà Vinh,56
09/03/2012,Vĩnh Long,42
10/03/2012,Bình Phước,88
10/03/2012,Hậu Giang,94
10/03/2012,Hồ Chí Minh,45
10/03/2012,Long An,78
11/03/2012,Kiên Giang,64
11/03/2012,Tiền Giang,98
11/03/2012,Đà Lạt,99
12/03/2012,Cà Mau,32
12/03/2012,Hồ Chí Minh,91
12/03/2012,Đồng Tháp,09
13/03/2012,Bạc Liêu,59
13/03/2012,Bến Tre,92
13/03/2012,Vũng Tàu,74
14/03/2012,Cần Thơ,58
14/03/2012,Sóc Trăng,52
14/03/2012,Đồng Nai,79
15/03/2012,An Giang,12
15/03/2012,Bình Thuận,43
15/03/2012,Tây Ninh,61
16/03/2012,Bình Dương,57
16/03/2012,Trà Vinh,19
16/03/2012,Vĩnh Long,76
17/03/2012,Bình Phước,52
17/03/2012,Hậu Giang,21
17/03/2012,Hồ Chí Minh,92
17/03/2012,Long An,28
18/03/2012,Kiên Giang,93
18/03/2012,Tiền Giang,53
18/03/2012,Đà Lạt,77
19/03/2012,Cà Mau,94
19/03/2012,Hồ Chí Minh,01
19/03/2012,Đồng Tháp,44
20/03/2012,Bạc Liêu,75
20/03/2012,Bến Tre,43
20/03/2012,Vũng Tàu,08
21/03/2012,Cần Thơ,43
21/03/2012,Sóc Trăng,22
21/03/2012,Đồng Nai,14
22/03/2012,An Giang,85
22/03/2012,Bình Thuận,46
22/03/2012,Tây Ninh,40
23/03/2012,Bình Dương,97
23/03/2012,Trà Vinh,94
23/03/2012,Vĩnh Long,15
24/03/2012,Bình Phước,39
24/03/2012,Hậu Giang,25
24/03/2012,Hồ Chí Minh,71
24/03/2012,Long An,39
25/03/2012,Kiên Giang,23
25/03/2012,Tiền Giang,14
25/03/2012,Đà Lạt,36
26/03/2012,Cà Mau,25
26/03/2012,Hồ Chí Minh,92
26/03/2012,Đồng Tháp,24
27/03/2012,Bạc Liêu,13
27/03/2012,Bến Tre,63
27/03/2012,Vũng Tàu,34
28/03/2012,Cần Thơ,86
28/03/2012,Sóc Trăng,70
28/03/2012,Đồng Nai,29
29/03/2012,An Giang,03
29/03/2012,Bình Thuận,19
29/03/2012,Tây Ninh,73
30/03/2012,Bình Dương,98
30/03/2012,Trà Vinh,66
30/03/2012,Vĩnh Long,77
31/03/2012,Bình Phước,21
31/03/2012,Hậu Giang,38
31/03/2012,Hồ Chí Minh,84
31/03/2012,Long An,51
01/04/2012,Kiên Giang,08
01/04/2012,Tiền Giang,78
01/04/2012,Đà Lạt,92
02/04/2012,Cà Mau,52
02/04/2012,Hồ Chí Minh,37
02/04/2012,Đồng Tháp,56
03/04/2012,Bạc Liêu,62
03/04/2012,Bến Tre,50
03/04/2012,Vũng Tàu,31
04/04/2012,Cần Thơ,52
04/04/2012,Sóc Trăng,24
04/04/2012,Đồng Nai,62
05/04/2012,An Giang,12
05/04/2012,Bình Thuận,02
05/04/2012,Tây Ninh,25
06/04/2012,Bình Dương,23
06/04/2012,Trà Vinh,73
06/04/2012,Vĩnh Long,61
07/04/2012,Bình Phước,91
07/04/2012,Hậu Giang,38
07/04/2012,Hồ Chí Minh,90
07/04/2012,Long An,80
08/04/2012,Kiên Giang,69
08/04/2012,Tiền Giang,90
08/04/2012,Đà Lạt,93
09/04/2012,Cà Mau,84
09/04/2012,Hồ Chí Minh,17
09/04/2012,Đồng Tháp,97
10/04/2012,Bạc Liêu,55
10/04/2012,Bến Tre,87
10/04/2012,Vũng Tàu,59
11/04/2012,Cần Thơ,48
11/04/2012,Sóc Trăng,90
11/04/2012,Đồng Nai,28
12/04/2012,An Giang,80
12/04/2012,Bình Thuận,09
12/04/2012,Tây Ninh,38
13/04/2012,Bình Dương,36
13/04/2012,Trà Vinh,41
13/04/2012,Vĩnh Long,14
14/04/2012,Bình Phước,82
14/04/2012,Hậu Giang,61
14/04/2012,Hồ Chí Minh,35
14/04/2012,Long An,91
15/04/2012,Kiên Giang,79
15/04/2012,Tiền Giang,69
15/04/2012,Đà Lạt,19
16/04/2012,Cà Mau,74
16/04/2012,Hồ Chí Minh,06
16/04/2012,Đồng Tháp,78
17/04/2012,Bạc Liêu,88
17/04/2012,Bến Tre,94
17/04/2012,Vũng Tàu,71
18/04/2012,Cần Thơ,48
18/04/2012,Sóc Trăng,42
18/04/2012,Đồng Nai,18
19/04/2012,An Giang,54
19/04/2012,Bình Thuận,06
19/04/2012,Tây Ninh,51
20/04/2012,Bình Dương,34
20/04/2012,Trà Vinh,90
20/04/2012,Vĩnh Long,60
21/04/2012,Bình Phước,58
21/04/2012,Hậu Giang,56
21/04/2012,Hồ Chí Minh,07
21/04/2012,Long An,68
22/04/2012,Kiên Giang,84
22/04/2012,Tiền Giang,66
22/04/2012,Đà Lạt,07
23/04/2012,Cà Mau,26
23/04/2012,Hồ Chí Minh,20
23/04/2012,Đồng Tháp,39
24/04/2012,Bạc Liêu,37
24/04/2012,Bến Tre,65
24/04/2012,Vũng Tàu,04
25/04/2012,Cần Thơ,54
25/04/2012,Sóc Trăng,93
25/04/2012,Đồng Nai,12
26/04/2012,An Giang,25
26/04/2012,Bình Thuận,11
26/04/2012,Tây Ninh,38
27/04/2012,Bình Dương,54
27/04/2012,Trà Vinh,66
27/04/2012,Vĩnh Long,51
28/04/2012,Bình Phước,34
28/04/2012,Hậu Giang,25
28/04/2012,Hồ Chí Minh,67
28/04/2012,Long An,41
29/04/2012,Kiên Giang,84
29/04/2012,Tiền Giang,03
29/04/2012,Đà Lạt,11
30/04/2012,Cà Mau,70
30/04/2012,Hồ Chí Minh,74
30/04/2012,Đồng Tháp,50
01/05/2012,Bạc Liêu,70
01/05/2012,Bến Tre,12
01/05/2012,Vũng Tàu,23
02/05/2012,Cần Thơ,74
02/05/2012,Sóc Trăng,44
02/05/2012,Đồng Nai,51
03/05/2012,An Giang,08
03/05/2012,Bình Thuận,82
03/05/2012,Tây Ninh,87
04/05/2012,Bình Dương,26
04/05/2012,Trà Vinh,37
04/05/2012,Vĩnh Long,94
05/05/2012,Bình Phước,51
05/05/2012,Hậu Giang,45
05/05/2012,Hồ Chí Minh,24
05/05/2012,Long An,35
06/05/2012,Kiên Giang,34
06/05/2012,Tiền Giang,08
06/05/2012,Đà Lạt,20
07/05/2012,Cà Mau,27
07/05/2012,Hồ Chí Minh,41
07/05/2012,Đồng Tháp,69
08/05/2012,Bạc Liêu,20
08/05/2012,Bến Tre,42
08/05/2012,Vũng Tàu,79
09/05/2012,Cần Thơ,18
09/05/2012,Sóc Trăng,01
09/05/2012,Đồng Nai,12
10/05/2012,An Giang,37
10/05/2012,Bình Thuận,47
10/05/2012,Tây Ninh,71
11/05/2012,Bình Dương,54
11/05/2012,Trà Vinh,62
11/05/2012,Vĩnh Long,77
12/05/2012,Bình Phước,64
12/05/2012,Hậu Giang,80
12/05/2012,Hồ Chí Minh,39
12/05/2012,Long An,48
13/05/2012,Kiên Giang,27
13/05/2012,Tiền Giang,75
13/05/2012,Đà Lạt,97
14/05/2012,Cà Mau,05
14/05/2012,Hồ Chí Minh,74
14/05/2012,Đồng Tháp,75
15/05/2012,Bạc Liêu,57
15/05/2012,Bến Tre,79
15/05/2012,Vũng Tàu,88
16/05/2012,Cần Thơ,01
16/05/2012,Sóc Trăng,15
16/05/2012,Đồng Nai,06
17/05/2012,An Giang,38
17/05/2012,Bình Thuận,13
17/05/2012,Tây Ninh,96
18/05/2012,Bình Dương,66
18/05/2012,Trà Vinh,04
18/05/2012,Vĩnh Long,55
19/05/2012,Bình Phước,36
19/05/2012,Hậu Giang,39
19/05/2012,Hồ Chí Minh,46
19/05/2012,Long An,87
20/05/2012,Kiên Giang,10
20/05/2012,Tiền Giang,43
20/05/2012,Đà Lạt,96
21/05/2012,Cà Mau,24
21/05/2012,Hồ Chí Minh,64
21/05/2012,Đồng Tháp,82
22/05/2012,Bạc Liêu,47
22/05/2012,Bến Tre,66
22/05/2012,Vũng Tàu,05
23/05/2012,Cần Thơ,47
23/05/2012,Sóc Trăng,14
23/05/2012,Đồng Nai,63
24/05/2012,An Giang,19
24/05/2012,Bình Thuận,14
24/05/2012,Tây Ninh,80
25/05/2012,Bình Dương,07
25/05/2012,Trà Vinh,54
25/05/2012,Vĩnh Long,86
26/05/2012,Bình Phước,70
26/05/2012,Hậu Giang,96
26/05/2012,Hồ Chí Minh,77
26/05/2012,Long An,03
27/05/2012,Kiên Giang,60
27/05/2012,Tiền Giang,54
27/05/2012,Đà Lạt,34
28/05/2012,Cà Mau,88
28/05/2012,Hồ Chí Minh,08
28/05/2012,Đồng Tháp,47
29/05/2012,Bạc Liêu,86
29/05/2012,Bến Tre,07
29/05/2012,Vũng Tàu,89
30/05/2012,Cần Thơ,28
30/05/2012,Sóc Trăng,47
30/05/2012,Đồng Nai,38
31/05/2012,An Giang,25
31/05/2012,Bình Thuận,53
31/05/2012,Tây Ninh,03
01/06/2012,Bình Dương,17
01/06/2012,Trà Vinh,89
01/06/2012,Vĩnh Long,82
02/06/2012,Bình Phước,14
02/06/2012,Hậu Giang,47
02/06/2012,Hồ Chí Minh,60
02/06/2012,Long An,09
03/06/2012,Kiên Giang,17
03/06/2012,Tiền Giang,47
03/06/2012,Đà Lạt,45
04/06/2012,Cà Mau,06
04/06/2012,Hồ Chí Minh,21
04/06/2012,Đồng Tháp,23
05/06/2012,Bạc Liêu,24
05/06/2012,Bến Tre,24
05/06/2012,Vũng Tàu,20
06/06/2012,Cần Thơ,56
06/06/2012,Sóc Trăng,29
06/06/2012,Đồng Nai,05
07/06/2012,An Giang,11
07/06/2012,Bình Thuận,43
07/06/2012,Tây Ninh,59
08/06/2012,Bình Dương,41
08/06/2012,Trà Vinh,94
08/06/2012,Vĩnh Long,89
09/06/2012,Bình Phước,54
09/06/2012,Hậu Giang,35
09/06/2012,Hồ Chí Minh,35
09/06/2012,Long An,68
10/06/2012,Kiên Giang,30
10/06/2012,Tiền Giang,63
10/06/2012,Đà Lạt,16
11/06/2012,Cà Mau,43
11/06/2012,Hồ Chí Minh,86
11/06/2012,Đồng Tháp,74
12/06/2012,Bạc Liêu,00
12/06/2012,Bến Tre,11
12/06/2012,Vũng Tàu,90
13/06/2012,Cần Thơ,79
13/06/2012,Sóc Trăng,35
13/06/2012,Đồng Nai,40
14/06/2012,An Giang,94
14/06/2012,Bình Thuận,55
14/06/2012,Tây Ninh,96
15/06/2012,Bình Dương,85
15/06/2012,Trà Vinh,55
15/06/2012,Vĩnh Long,24
16/06/2012,Bình Phước,41
16/06/2012,Hậu Giang,90
16/06/2012,Hồ Chí Minh,77
16/06/2012,Long An,23
17/06/2012,Kiên Giang,85
17/06/2012,Tiền Giang,32
17/06/2012,Đà Lạt,47
18/06/2012,Cà Mau,08
18/06/2012,Hồ Chí Minh,08
18/06/2012,Đồng Tháp,04
19/06/2012,Bạc Liêu,49
19/06/2012,Bến Tre,94
19/06/2012,Vũng Tàu,37
20/06/2012,Cần Thơ,72
20/06/2012,Sóc Trăng,30
20/06/2012,Đồng Nai,10
21/06/2012,An Giang,04
21/06/2012,Bình Thuận,88
21/06/2012,Tây Ninh,33
22/06/2012,Bình Dương,57
22/06/2012,Trà Vinh,01
22/06/2012,Vĩnh Long,22
23/06/2012,Bình Phước,94
23/06/2012,Hậu Giang,34
23/06/2012,Hồ Chí Minh,83
23/06/2012,Long An,61
24/06/2012,Kiên Giang,67
24/06/2012,Tiền Giang,50
24/06/2012,Đà Lạt,17
25/06/2012,Cà Mau,88
25/06/2012,Hồ Chí Minh,65
25/06/2012,Đồng Tháp,98
26/06/2012,Bạc Liêu,61
26/06/2012,Bến Tre,81
26/06/2012,Vũng Tàu,19
27/06/2012,Cần Thơ,58
27/06/2012,Sóc Trăng,10
27/06/2012,Đồng Nai,63
28/06/2012,An Giang,51
28/06/2012,Bình Thuận,69
28/06/2012,Tây Ninh,93
29/06/2012,Bình Dương,73
29/06/2012,Trà Vinh,12
29/06/2012,Vĩnh Long,14
30/06/2012,Bình Phước,86
30/06/2012,Hậu Giang,02
30/06/2012,Hồ Chí Minh,13
30/06/2012,Long An,30
01/07/2012,Kiên Giang,74
01/07/2012,Tiền Giang,27
01/07/2012,Đà Lạt,10
02/07/2012,Cà Mau,83
02/07/2012,Hồ Chí Minh,38
02/07/2012,Đồng Tháp,58
03/07/2012,Bạc Liêu,16
03/07/2012,Bến Tre,14
03/07/2012,Vũng Tàu,79
04/07/2012,Cần Thơ,97
04/07/2012,Sóc Trăng,48
04/07/2012,Đồng Nai,06
05/07/2012,An Giang,49
05/07/2012,Bình Thuận,44
05/07/2012,Tây Ninh,10
06/07/2012,Bình Dương,64
06/07/2012,Trà Vinh,02
06/07/2012,Vĩnh Long,21
07/07/2012,Bình Phước,92
07/07/2012,Hậu Giang,11
07/07/2012,Hồ Chí Minh,43
07/07/2012,Long An,98
08/07/2012,Kiên Giang,44
08/07/2012,Tiền Giang,20
08/07/2012,Đà Lạt,43
09/07/2012,Cà Mau,91
09/07/2012,Hồ Chí Minh,04
09/07/2012,Đồng Tháp,02
10/07/2012,Bạc Liêu,69
10/07/2012,Bến Tre,92
10/07/2012,Vũng Tàu,58
11/07/2012,Cần Thơ,64
11/07/2012,Sóc Trăng,38
11/07/2012,Đồng Nai,01
12/07/2012,An Giang,02
12/07/2012,Bình Thuận,53
12/07/2012,Tây Ninh,73
13/07/2012,Bình Dương,27
13/07/2012,Trà Vinh,13
13/07/2012,Vĩnh Long,07
14/07/2012,Bình Phước,18
14/07/2012,Hậu Giang,61
14/07/2012,Hồ Chí Minh,54
14/07/2012,Long An,34
15/07/2012,Kiên Giang,70
15/07/2012,Tiền Giang,39
15/07/2012,Đà Lạt,89
16/07/2012,Cà Mau,71
16/07/2012,Hồ Chí Minh,22
16/07/2012,Đồng Tháp,52
17/07/2012,Bạc Liêu,92
17/07/2012,Bến Tre,63
17/07/2012,Vũng Tàu,43
18/07/2012,Cần Thơ,32
18/07/2012,Sóc Trăng,69
18/07/2012,Đồng Nai,64
19/07/2012,An Giang,22
19/07/2012,Bình Thuận,95
19/07/2012,Tây Ninh,93
20/07/2012,Bình Dương,93
20/07/2012,Trà Vinh,67
20/07/2012,Vĩnh Long,79
21/07/2012,Bình Phước,14
21/07/2012,Hậu Giang,01
21/07/2012,Hồ Chí Minh,76
21/07/2012,Long An,90
22/07/2012,Kiên Giang,18
22/07/2012,Tiền Giang,72
22/07/2012,Đà Lạt,71
23/07/2012,Cà Mau,76
23/07/2012,Hồ Chí Minh,86
23/07/2012,Đồng Tháp,87
24/07/2012,Bạc Liêu,57
24/07/2012,Bến Tre,01
24/07/2012,Vũng Tàu,74
25/07/2012,Cần Thơ,18
25/07/2012,Sóc Trăng,86
25/07/2012,Đồng Nai,71
26/07/2012,An Giang,78
26/07/2012,Bình Thuận,97
26/07/2012,Tây Ninh,04
27/07/2012,Bình Dương,87
27/07/2012,Trà Vinh,66
27/07/2012,Vĩnh Long,89
28/07/2012,Bình Phước,83
28/07/2012,Hậu Giang,37
28/07/2012,Hồ Chí Minh,51
28/07/2012,Long An,09
29/07/2012,Kiên Giang,59
29/07/2012,Tiền Giang,97
29/07/2012,Đà Lạt,47
30/07/2012,Cà Mau,26
30/07/2012,Hồ Chí Minh,92
30/07/2012,Đồng Tháp,84
31/07/2012,Bạc Liêu,62
31/07/2012,Bến Tre,48
31/07/2012,Vũng Tàu,92
01/08/2012,Cần Thơ,19
01/08/2012,Sóc Trăng,69
01/08/2012,Đồng Nai,69
02/08/2012,An Giang,50
02/08/2012,Bình Thuận,76
02/08/2012,Tây Ninh,94
03/08/2012,Bình Dương,20
03/08/2012,Trà Vinh,79
03/08/2012,Vĩnh Long,83
04/08/2012,Bình Phước,17
04/08/2012,Hậu Giang,95
04/08/2012,Hồ Chí Minh,26
04/08/2012,Long An,62
05/08/2012,Kiên Giang,76
05/08/2012,Tiền Giang,60
05/08/2012,Đà Lạt,15
06/08/2012,Cà Mau,40
06/08/2012,Hồ Chí Minh,42
06/08/2012,Đồng Tháp,96
07/08/2012,Bạc Liêu,41
07/08/2012,Bến Tre,90
07/08/2012,Vũng Tàu,30
08/08/2012,Cần Thơ,92
08/08/2012,Sóc Trăng,82
08/08/2012,Đồng Nai,64
09/08/2012,An Giang,70
09/08/2012,Bình Thuận,90
09/08/2012,Tây Ninh,70
10/08/2012,Bình Dương,86
10/08/2012,Trà Vinh,62
10/08/2012,Vĩnh Long,98
11/08/2012,Bình Phước,30
11/08/2012,Hậu Giang,17
11/08/2012,Hồ Chí Minh,85
11/08/2012,Long An,07
12/08/2012,Kiên Giang,21
12/08/2012,Tiền Giang,81
12/08/2012,Đà Lạt,45
13/08/2012,Cà Mau,03
13/08/2012,Hồ Chí Minh,54
13/08/2012,Đồng Tháp,45
14/08/2012,Bạc Liêu,96
14/08/2012,Bến Tre,22
14/08/2012,Vũng Tàu,35
15/08/2012,Cần Thơ,21
15/08/2012,Sóc Trăng,24
15/08/2012,Đồng Nai,77
16/08/2012,An Giang,68
16/08/2012,Bình Thuận,39
16/08/2012,Tây Ninh,42
17/08/2012,Bình Dương,23
17/08/2012,Trà Vinh,61
17/08/2012,Vĩnh Long,36
18/08/2012,Bình Phước,33
18/08/2012,Hậu Giang,80
18/08/2012,Hồ Chí Minh,24
18/08/2012,Long An,70
19/08/2012,Kiên Giang,24
19/08/2012,Tiền Giang,58
19/08/2012,Đà Lạt,14
20/08/2012,Cà Mau,47
20/08/2012,Hồ Chí Minh,67
20/08/2012,Đồng Tháp,92
21/08/2012,Bạc Liêu,90
21/08/2012,Bến Tre,02
21/08/2012,Vũng Tàu,65
22/08/2012,Cần Thơ,63
22/08/2012,Sóc Trăng,76
22/08/2012,Đồng Nai,91
23/08/2012,An Giang,21
23/08/2012,Bình Thuận,38
23/08/2012,Tây Ninh,54
24/08/2012,Bình Dương,71
24/08/2012,Trà Vinh,27
24/08/2012,Vĩnh Long,07
25/08/2012,Bình Phước,92
25/08/2012,Hậu Giang,64
25/08/2012,Hồ Chí Minh,60
25/08/2012,Long An,67
26/08/2012,Kiên Giang,45
26/08/2012,Tiền Giang,27
26/08/2012,Đà Lạt,18
27/08/2012,Cà Mau,27
27/08/2012,Hồ Chí Minh,89
27/08/2012,Đồng Tháp,62
28/08/2012,Bạc Liêu,24
28/08/2012,Bến Tre,08
28/08/2012,Vũng Tàu,23
29/08/2012,Cần Thơ,14
29/08/2012,Sóc Trăng,73
29/08/2012,Đồng Nai,50
30/08/2012,An Giang,66
30/08/2012,Bình Thuận,24
30/08/2012,Tây Ninh,13
31/08/2012,Bình Dương,06
31/08/2012,Trà Vinh,49
31/08/2012,Vĩnh Long,39
01/09/2012,Bình Phước,45
01/09/2012,Hậu Giang,26
01/09/2012,Hồ Chí Minh,83
01/09/2012,Long An,36
02/09/2012,Kiên Giang,54
02/09/2012,Tiền Giang,19
02/09/2012,Đà Lạt,17
03/09/2012,Cà Mau,25
03/09/2012,Hồ Chí Minh,80
03/09/2012,Đồng Tháp,67
04/09/2012,Bạc Liêu,56
04/09/2012,Bến Tre,18
04/09/2012,Vũng Tàu,72
05/09/2012,Cần Thơ,23
05/09/2012,Sóc Trăng,12
05/09/2012,Đồng Nai,30
06/09/2012,An Giang,39
06/09/2012,Bình Thuận,85
06/09/2012,Tây Ninh,05
07/09/2012,Bình Dương,24
07/09/2012,Trà Vinh,94
07/09/2012,Vĩnh Long,23
08/09/2012,Bình Phước,88
08/09/2012,Hậu Giang,18
08/09/2012,Hồ Chí Minh,74
08/09/2012,Long An,86
09/09/2012,Kiên Giang,34
09/09/2012,Tiền Giang,47
09/09/2012,Đà Lạt,95
10/09/2012,Cà Mau,12
10/09/2012,Hồ Chí Minh,69
10/09/2012,Đồng Tháp,69
11/09/2012,Bạc Liêu,64
11/09/2012,Bến Tre,31
11/09/2012,Vũng Tàu,04
12/09/2012,Cần Thơ,88
12/09/2012,Sóc Trăng,29
12/09/2012,Đồng Nai,81
13/09/2012,An Giang,53
13/09/2012,Bình Thuận,77
13/09/2012,Tây Ninh,70
14/09/2012,Bình Dương,73
14/09/2012,Trà Vinh,94
14/09/2012,Vĩnh Long,93
15/09/2012,Bình Phước,41
15/09/2012,Hậu Giang,94
15/09/2012,Hồ Chí Minh,22
15/09/2012,Long An,48
16/09/2012,Kiên Giang,50
16/09/2012,Tiền Giang,56
16/09/2012,Đà Lạt,49
17/09/2012,Cà Mau,53
17/09/2012,Hồ Chí Minh,39
17/09/2012,Đồng Tháp,71
18/09/2012,Bạc Liêu,96
18/09/2012,Bến Tre,80
18/09/2012,Vũng Tàu,91
19/09/2012,Cần Thơ,63
19/09/2012,Sóc Trăng,66
19/09/2012,Đồng Nai,21
20/09/2012,An Giang,86
20/09/2012,Bình Thuận,59
20/09/2012,Tây Ninh,47
21/09/2012,Bình Dương,59
21/09/2012,Trà Vinh,15
21/09/2012,Vĩnh Long,79
22/09/2012,Bình Phước,60
22/09/2012,Hậu Giang,14
22/09/2012,Hồ Chí Minh,81
22/09/2012,Long An,46
